2	10/13/2013	15:30	103.956	24.255	-0.097	286
3	10/13/2013	16:00	103.893	24.158	-0.104	286
4	10/13/2013	16:30	103.842	24.062	-0.109	286
5	10/13/2014	17:00	104.956	25.255	0.903	286
6	10/13/2014	17:30	104.893	25.158	0.896	286
7	10/13/2014	18:00	104.842	25.062	0.891	286
8	10/13/2015	18:30	105.956	26.255	1.903	286
9	10/13/2015	19:00	105.893	26.158	1.896	286
10	10/13/2015	19:30	105.842	26.062	1.891	286
11	10/13/2016	20:00	106.956	27.255	2.903	286
12	10/13/2016	20:30	106.893	27.158	2.896	286
13	10/13/2016	21:00	106.842	27.062	2.891	286
14	10/13/2017	21:30	107.956	28.255	3.903	286
15	10/13/2017	22:00	107.893	28.158	3.896	286
16	10/13/2017	22:30	107.842	28.062	3.891	286
17	10/13/2018	23:00	108.956	29.255	4.903	286
18	10/13/2018	23:30	108.893	29.158	4.896	286
19	10/13/2018	0:00	108.842	29.062	4.891	286
20	10/13/2019	0:30	109.956	30.255	5.903	286
21	10/13/2019	1:00	109.893	30.158	5.896	286
22	10/13/2019	1:30	109.842	30.062	5.891	286
23	10/13/2020	2:00	110.956	31.255	6.903	286
24	10/13/2020	2:30	110.893	31.158	6.896	286
25	10/13/2020	3:00	110.842	31.062	6.891	286
26	10/13/2021	3:30	111.956	32.255	7.903	286
27	10/13/2021	4:00	111.893	32.158	7.896	286
28	10/13/2021	4:30	111.842	32.062	7.891	286
29	10/13/2022	5:00	112.956	33.255	8.903	286
30	10/13/2022	5:30	112.893	33.158	8.896	286
31	10/13/2022	6:00	112.842	33.062	8.891	286
32	10/13/2023	6:30	113.956	34.255	9.903	286
33	10/13/2023	7:00	113.893	34.158	9.896	286
34	10/13/2023	7:30	113.842	34.062	9.891	286
35	10/13/2024	8:00	114.956	35.255	10.903	286
36	10/13/2024	8:30	114.893	35.158	10.896	286
37	10/13/2024	9:00	114.842	35.062	10.891	286
38	10/13/2025	9:30	115.956	36.255	11.903	286
39	10/13/2025	10:00	115.893	36.158	11.896	286
40	10/13/2025	10:30	115.842	36.062	11.891	286
41	10/13/2026	11:00	116.956	37.255	12.903	286
42	10/13/2026	11:30	116.893	37.158	12.896	286
43	10/13/2026	12:00	116.842	37.062	12.891	286
44	10/13/2027	12:30	117.956	38.255	13.903	286
45	10/13/2027	13:00	117.893	38.158	13.896	286
46	10/13/2027	13:30	117.842	38.062	13.891	286
47	10/13/2028	14:00	118.956	39.255	14.903	286
48	10/13/2028	14:30	118.893	39.158	14.896	286
49	10/13/2028	15:00	118.842	39.062	14.891	286
50	10/13/2029	15:30	119.956	40.255	15.903	286
51	10/13/2029	16:00	119.893	40.158	15.896	286
52	10/13/2029	16:30	119.842	40.062	15.891	286
53	10/13/2030	17:00	120.956	41.255	16.903	286
54	10/13/2030	17:30	120.893	41.158	16.896	286
55	10/13/2030	18:00	120.842	41.062	16.891	286
56	10/13/2031	18:30	121.956	42.255	17.903	286
57	10/13/2031	19:00	121.893	42.158	17.896	286
58	10/13/2031	19:30	121.842	42.062	17.891	286
59	10/13/2032	20:00	122.956	43.255	18.903	286
60	10/13/2032	20:30	122.893	43.158	18.896	286
61	10/13/2032	21:00	122.842	43.062	18.891	286
62	10/13/2033	21:30	123.956	44.255	19.903	286
63	10/13/2033	22:00	123.893	44.158	19.896	286
64	10/13/2033	22:30	123.842	44.062	19.891	286
65	10/13/2034	23:00	124.956	45.255	20.903	286
66	10/13/2034	23:30	124.893	45.158	20.896	286
67	10/13/2034	0:00	124.842	45.062	20.891	286
68	10/13/2035	0:30	125.956	46.255	21.903	286
69	10/13/2035	1:00	125.893	46.158	21.896	286
70	10/13/2035	1:30	125.842	46.062	21.891	286
71	10/13/2036	2:00	126.956	47.255	22.903	286
72	10/13/2036	2:30	126.893	47.158	22.896	286
73	10/13/2036	3:00	126.842	47.062	22.891	286
74	10/13/2037	3:30	127.956	48.255	23.903	286
75	10/13/2037	4:00	127.893	48.158	23.896	286
76	10/13/2037	4:30	127.842	48.062	23.891	286
77	10/13/2038	5:00	128.956	49.255	24.903	286
78	10/13/2038	5:30	128.893	49.158	24.896	286
79	10/13/2038	6:00	128.842	49.062	24.891	286
80	10/13/2039	6:30	129.956	50.255	25.903	286
81	10/13/2039	7:00	129.893	50.158	25.896	286
82	10/13/2039	7:30	129.842	50.062	25.891	286
83	10/13/2040	8:00	130.956	51.255	26.903	286
84	10/13/2040	8:30	130.893	51.158	26.896	286
85	10/13/2040	9:00	130.842	51.062	26.891	286
86	10/13/2041	9:30	131.956	52.255	27.903	286
87	10/13/2041	10:00	131.893	52.158	27.896	286
88	10/13/2041	10:30	131.842	52.062	27.891	286
89	10/13/2042	11:00	132.956	53.255	28.903	286
90	10/13/2042	11:30	132.893	53.158	28.896	286
91	10/13/2042	12:00	132.842	53.062	28.891	286
92	10/13/2043	12:30	133.956	54.255	29.903	286
93	10/13/2043	13:00	133.893	54.158	29.896	286
94	10/13/2043	13:30	133.842	54.062	29.891	286
95	10/13/2044	14:00	134.956	55.255	30.903	286
96	10/13/2044	14:30	134.893	55.158	30.896	286
97	10/13/2044	15:00	134.842	55.062	30.891	286
98	10/13/2045	15:30	135.956	56.255	31.903	286
99	10/13/2045	16:00	135.893	56.158	31.896	286
100	10/13/2045	16:30	135.842	56.062	31.891	286
101	10/13/2046	17:00	136.956	57.255	32.903	286
102	10/13/2046	17:30	136.893	57.158	32.896	286
103	10/13/2046	18:00	136.842	57.062	32.891	286
104	10/13/2047	18:30	137.956	58.255	33.903	286
105	10/13/2047	19:00	137.893	58.158	33.896	286
106	10/13/2047	19:30	137.842	58.062	33.891	286
107	10/13/2048	20:00	138.956	59.255	34.903	286
108	10/13/2048	20:30	138.893	59.158	34.896	286
109	10/13/2048	21:00	138.842	59.062	34.891	286
110	10/13/2049	21:30	139.956	60.255	35.903	286
111	10/13/2049	22:00	139.893	60.158	35.896	286
112	10/13/2049	22:30	139.842	60.062	35.891	286
113	10/13/2050	23:00	140.956	61.255	36.903	286
114	10/13/2050	23:30	140.893	61.158	36.896	286
115	10/13/2050	0:00	140.842	61.062	36.891	286
116	10/13/2051	0:30	141.956	62.255	37.903	286
117	10/13/2051	1:00	141.893	62.158	37.896	286
118	10/13/2051	1:30	141.842	62.062	37.891	286
119	10/13/2052	2:00	142.956	63.255	38.903	286
120	10/13/2052	2:30	142.893	63.158	38.896	286
121	10/13/2052	3:00	142.842	63.062	38.891	286
122	10/13/2053	3:30	143.956	64.255	39.903	286
123	10/13/2053	4:00	143.893	64.158	39.896	286
124	10/13/2053	4:30	143.842	64.062	39.891	286
125	10/13/2054	5:00	144.956	65.255	40.903	286
126	10/13/2054	5:30	144.893	65.158	40.896	286
127	10/13/2054	6:00	144.842	65.062	40.891	286
128	10/13/2055	6:30	145.956	66.255	41.903	286
129	10/13/2055	7:00	145.893	66.158	41.896	286
130	10/13/2055	7:30	145.842	66.062	41.891	286
131	10/13/2056	8:00	146.956	67.255	42.903	286
132	10/13/2056	8:30	146.893	67.158	42.896	286
133	10/13/2056	9:00	146.842	67.062	42.891	286
134	10/13/2057	9:30	147.956	68.255	43.903	286
135	10/13/2057	10:00	147.893	68.158	43.896	286
136	10/13/2057	10:30	147.842	68.062	43.891	286
137	10/13/2058	11:00	148.956	69.255	44.903	286
138	10/13/2058	11:30	148.893	69.158	44.896	286
139	10/13/2058	12:00	148.842	69.062	44.891	286
140	10/13/2059	12:30	149.956	70.255	45.903	286
141	10/13/2059	13:00	149.893	70.158	45.896	286
142	10/13/2059	13:30	149.842	70.062	45.891	286
143	10/13/2060	14:00	150.956	71.255	46.903	286
144	10/13/2060	14:30	150.893	71.158	46.896	286
145	10/13/2060	15:00	150.842	71.062	46.891	286
146	10/13/2061	15:30	151.956	72.255	47.903	286
147	10/13/2061	16:00	151.893	72.158	47.896	286
148	10/13/2061	16:30	151.842	72.062	47.891	286
149	10/13/2062	17:00	152.956	73.255	48.903	286
150	10/13/2062	17:30	152.893	73.158	48.896	286
151	10/13/2062	18:00	152.842	73.062	48.891	286
152	10/13/2063	18:30	153.956	74.255	49.903	286
153	10/13/2063	19:00	153.893	74.158	49.896	286
154	10/13/2063	19:30	153.842	74.062	49.891	286
155	10/13/2064	20:00	154.956	75.255	50.903	286
156	10/13/2064	20:30	154.893	75.158	50.896	286
157	10/13/2064	21:00	154.842	75.062	50.891	286
158	10/13/2065	21:30	155.956	76.255	51.903	286
159	10/13/2065	22:00	155.893	76.158	51.896	286
