   2.00000000      -9.70000029E-02   286.000000    
   3.00000000     -0.104000002       286.000000    
   4.00000000     -0.108999997       286.000000    
   5.00000000      0.902999997       286.000000    
   6.00000000      0.896000028       286.000000    
   7.00000000      0.890999973       286.000000    
   8.00000000       1.90300000       286.000000    
   9.00000000       1.89600003       286.000000    
   10.0000000       1.89100003       286.000000    
   11.0000000       2.90300012       286.000000    
   12.0000000       2.89599991       286.000000    
   13.0000000       2.89100003       286.000000    
   14.0000000       3.90300012       286.000000    
   15.0000000       3.89599991       286.000000    
   16.0000000       3.89100003       286.000000    
   17.0000000       4.90299988       286.000000    
   18.0000000       4.89599991       286.000000    
   19.0000000       4.89099979       286.000000    
   20.0000000       5.90299988       286.000000    
   21.0000000       5.89599991       286.000000    
   22.0000000       5.89099979       286.000000    
   23.0000000       6.90299988       286.000000    
   24.0000000       6.89599991       286.000000    
   25.0000000       6.89099979       286.000000    
   26.0000000       7.90299988       286.000000    
   27.0000000       7.89599991       286.000000    
   28.0000000       7.89099979       286.000000    
   29.0000000       8.90299988       286.000000    
   30.0000000       8.89599991       286.000000    
   31.0000000       8.89099979       286.000000    
   32.0000000       9.90299988       286.000000    
   33.0000000       9.89599991       286.000000    
   34.0000000       9.89099979       286.000000    
   35.0000000       10.9029999       286.000000    
   36.0000000       10.8959999       286.000000    
   37.0000000       10.8909998       286.000000    
   38.0000000       11.9029999       286.000000    
   39.0000000       11.8959999       286.000000    
   40.0000000       11.8909998       286.000000    
   41.0000000       12.9029999       286.000000    
   42.0000000       12.8959999       286.000000    
   43.0000000       12.8909998       286.000000    
   44.0000000       13.9029999       286.000000    
   45.0000000       13.8959999       286.000000    
   46.0000000       13.8909998       286.000000    
   47.0000000       14.9029999       286.000000    
   48.0000000       14.8959999       286.000000    
   49.0000000       14.8909998       286.000000    
   50.0000000       15.9029999       286.000000    
   51.0000000       15.8959999       286.000000    
   52.0000000       15.8909998       286.000000    
   53.0000000       16.9029999       286.000000    
   54.0000000       16.8959999       286.000000    
   55.0000000       16.8910007       286.000000    
   56.0000000       17.9029999       286.000000    
   57.0000000       17.8959999       286.000000    
   58.0000000       17.8910007       286.000000    
   59.0000000       18.9029999       286.000000    
   60.0000000       18.8959999       286.000000    
   61.0000000       18.8910007       286.000000    
   62.0000000       19.9029999       286.000000    
   63.0000000       19.8959999       286.000000    
   64.0000000       19.8910007       286.000000    
   65.0000000       20.9029999       286.000000    
   66.0000000       20.8959999       286.000000    
   67.0000000       20.8910007       286.000000    
   68.0000000       21.9029999       286.000000    
   69.0000000       21.8959999       286.000000    
   70.0000000       21.8910007       286.000000    
   71.0000000       22.9029999       286.000000    
   72.0000000       22.8959999       286.000000    
   73.0000000       22.8910007       286.000000    
   74.0000000       23.9029999       286.000000    
   75.0000000       23.8959999       286.000000    
   76.0000000       23.8910007       286.000000    
   77.0000000       24.9029999       286.000000    
   78.0000000       24.8959999       286.000000    
   79.0000000       24.8910007       286.000000    
   80.0000000       25.9029999       286.000000    
   81.0000000       25.8959999       286.000000    
   82.0000000       25.8910007       286.000000    
   83.0000000       26.9029999       286.000000    
   84.0000000       26.8959999       286.000000    
   85.0000000       26.8910007       286.000000    
   86.0000000       27.9029999       286.000000    
   87.0000000       27.8959999       286.000000    
   88.0000000       27.8910007       286.000000    
   89.0000000       28.9029999       286.000000    
   90.0000000       28.8959999       286.000000    
   91.0000000       28.8910007       286.000000    
   92.0000000       29.9029999       286.000000    
   93.0000000       29.8959999       286.000000    
   94.0000000       29.8910007       286.000000    
   95.0000000       30.9029999       286.000000    
   96.0000000       30.8959999       286.000000    
   97.0000000       30.8910007       286.000000    
   98.0000000       31.9029999       286.000000    
   99.0000000       31.8959999       286.000000    
   100.000000       31.8910007       286.000000    
   101.000000       32.9029999       286.000000    
   102.000000       32.8959999       286.000000    
   103.000000       32.8909988       286.000000    
   104.000000       33.9029999       286.000000    
   105.000000       33.8959999       286.000000    
   106.000000       33.8909988       286.000000    
   107.000000       34.9029999       286.000000    
   108.000000       34.8959999       286.000000    
   109.000000       34.8909988       286.000000    
   110.000000       35.9029999       286.000000    
   111.000000       35.8959999       286.000000    
   112.000000       35.8909988       286.000000    
   113.000000       36.9029999       286.000000    
   114.000000       36.8959999       286.000000    
   115.000000       36.8909988       286.000000    
   116.000000       37.9029999       286.000000    
   117.000000       37.8959999       286.000000    
   118.000000       37.8909988       286.000000    
   119.000000       38.9029999       286.000000    
   120.000000       38.8959999       286.000000    
   121.000000       38.8909988       286.000000    
   122.000000       39.9029999       286.000000    
   123.000000       39.8959999       286.000000    
   124.000000       39.8909988       286.000000    
   125.000000       40.9029999       286.000000    
   126.000000       40.8959999       286.000000    
   127.000000       40.8909988       286.000000    
   128.000000       41.9029999       286.000000    
   129.000000       41.8959999       286.000000    
   130.000000       41.8909988       286.000000    
   131.000000       42.9029999       286.000000    
   132.000000       42.8959999       286.000000    
   133.000000       42.8909988       286.000000    
   134.000000       43.9029999       286.000000    
   135.000000       43.8959999       286.000000    
   136.000000       43.8909988       286.000000    
   137.000000       44.9029999       286.000000    
   138.000000       44.8959999       286.000000    
   139.000000       44.8909988       286.000000    
   140.000000       45.9029999       286.000000    
   141.000000       45.8959999       286.000000    
   142.000000       45.8909988       286.000000    
   143.000000       46.9029999       286.000000    
   144.000000       46.8959999       286.000000    
   145.000000       46.8909988       286.000000    
   146.000000       47.9029999       286.000000    
   147.000000       47.8959999       286.000000    
   148.000000       47.8909988       286.000000    
   149.000000       48.9029999       286.000000    
   150.000000       48.8959999       286.000000    
   151.000000       48.8909988       286.000000    
   152.000000       49.9029999       286.000000    
   153.000000       49.8959999       286.000000    
   154.000000       49.8909988       286.000000    
   155.000000       50.9029999       286.000000    
   156.000000       50.8959999       286.000000    
